name,category,n,m,mode,method,count,max,checks,time_ms,status
data_test10.txt,repo_data,10,20,9,RSib-Bitmask,6,3,11,0.015958,ok
data_test10.txt,repo_data,10,20,10,RSib-InclMin,6,3,11,0.011791,ok
data_test11.txt,repo_data,6,12,0,Pivot-Orig,8,3,15,0.003958,ok
data_test11.txt,repo_data,6,12,1,Pivot-Asc,8,3,15,0.003875,ok
data_test11.txt,repo_data,6,12,2,Pivot-Desc,8,3,15,0.003458,ok
data_test11.txt,repo_data,6,12,6,RSib-BF,8,3,11,0.014041,ok
data_test11.txt,repo_data,6,12,7,RSib-BT,8,3,11,0.017083,ok
data_test11.txt,repo_data,6,12,8,RSib-Greedy,8,3,11,0.017958,ok
data_test11.txt,repo_data,6,12,9,RSib-Bitmask,8,3,11,0.019,ok
data_test11.txt,repo_data,6,12,10,RSib-InclMin,8,3,11,0.018125,ok
data_test12.txt,repo_data,6,12,0,Pivot-Orig,4,4,10,0.004334,ok
data_test12.txt,repo_data,6,12,1,Pivot-Asc,4,4,10,0.004333,ok
data_test12.txt,repo_data,6,12,2,Pivot-Desc,4,4,9,0.004042,ok
data_test12.txt,repo_data,6,12,6,RSib-BF,4,4,9,0.01175,ok
data_test12.txt,repo_data,6,12,7,RSib-BT,4,4,9,0.012709,ok
data_test12.txt,repo_data,6,12,8,RSib-Greedy,4,4,9,0.011083,ok
data_test12.txt,repo_data,6,12,9,RSib-Bitmask,4,4,9,0.010791,ok
data_test12.txt,repo_data,6,12,10,RSib-InclMin,4,4,9,0.011083,ok
data_test13.txt,repo_data,5,6,0,Pivot-Orig,2,3,6,0.002667,ok
data_test13.txt,repo_data,5,6,1,Pivot-Asc,2,3,6,0.002625,ok
data_test13.txt,repo_data,5,6,2,Pivot-Desc,2,3,6,0.002959,ok
data_test13.txt,repo_data,5,6,6,RSib-BF,2,3,6,0.005875,ok
data_test13.txt,repo_data,5,6,7,RSib-BT,2,3,6,0.006166,ok
data_test13.txt,repo_data,5,6,8,RSib-Greedy,2,3,6,0.005791,ok
data_test13.txt,repo_data,5,6,9,RSib-Bitmask,2,3,6,0.006,ok
data_test13.txt,repo_data,5,6,10,RSib-InclMin,2,3,6,0.005666,ok
data_test2.txt,repo_data,5,7,0,Pivot-Orig,3,3,7,0.00275,ok
data_test2.txt,repo_data,5,7,1,Pivot-Asc,3,3,7,0.002,ok
data_test2.txt,repo_data,5,7,2,Pivot-Desc,3,3,7,0.002209,ok
data_test2.txt,repo_data,5,7,6,RSib-BF,3,3,6,0.006125,ok
data_test2.txt,repo_data,5,7,7,RSib-BT,3,3,6,0.005542,ok
data_test2.txt,repo_data,5,7,8,RSib-Greedy,3,3,6,0.005584,ok
data_test2.txt,repo_data,5,7,9,RSib-Bitmask,3,3,6,0.006875,ok
data_test2.txt,repo_data,5,7,10,RSib-InclMin,3,3,6,0.007542,ok
data_test3.txt,repo_data,10,18,0,Pivot-Orig,5,4,17,0.005459,ok
data_test3.txt,repo_data,10,18,1,Pivot-Asc,5,4,16,0.004167,ok
data_test3.txt,repo_data,10,18,2,Pivot-Desc,5,4,17,0.004708,ok
data_test3.txt,repo_data,10,18,6,RSib-BF,5,4,10,0.011542,ok
data_test3.txt,repo_data,10,18,7,RSib-BT,5,4,10,0.01075,ok
data_test3.txt,repo_data,10,18,8,RSib-Greedy,5,4,10,0.010291,ok
data_test3.txt,repo_data,10,18,9,RSib-Bitmask,5,4,10,0.0105,ok
data_test3.txt,repo_data,10,18,10,RSib-InclMin,5,4,10,0.015667,ok
data_test5.txt,repo_data,7,10,0,Pivot-Orig,3,3,12,0.004417,ok
data_test5.txt,repo_data,7,10,1,Pivot-Asc,3,3,12,0.003125,ok
data_test5.txt,repo_data,7,10,2,Pivot-Desc,3,3,12,0.00275,ok
data_test5.txt,repo_data,7,10,6,RSib-BF,3,3,8,0.008625,ok
data_test5.txt,repo_data,7,10,7,RSib-BT,3,3,8,0.008583,ok
data_test5.txt,repo_data,7,10,8,RSib-Greedy,3,3,8,0.007917,ok
data_test5.txt,repo_data,7,10,9,RSib-Bitmask,3,3,8,0.007292,ok
data_test5.txt,repo_data,7,10,10,RSib-InclMin,3,3,8,0.008292,ok
data_test6.txt,repo_data,9,15,0,Pivot-Orig,4,3,16,0.005584,ok
data_test6.txt,repo_data,9,15,1,Pivot-Asc,4,3,16,0.00525,ok
data_test6.txt,repo_data,9,15,2,Pivot-Desc,4,3,16,0.005375,ok
data_test6.txt,repo_data,9,15,6,RSib-BF,4,3,11,0.010458,ok
data_test6.txt,repo_data,9,15,7,RSib-BT,4,3,11,0.01,ok
data_test6.txt,repo_data,9,15,8,RSib-Greedy,4,3,11,0.009792,ok
data_test6.txt,repo_data,9,15,9,RSib-Bitmask,4,3,11,0.009209,ok
data_test6.txt,repo_data,9,15,10,RSib-InclMin,4,3,11,0.010417,ok
data_test7.txt,repo_data,10,18,0,Pivot-Orig,4,3,20,0.0055,ok
data_test7.txt,repo_data,10,18,1,Pivot-Asc,4,3,20,0.006416,ok
data_test7.txt,repo_data,10,18,2,Pivot-Desc,4,3,20,0.006125,ok
data_test7.txt,repo_data,10,18,6,RSib-BF,4,3,15,0.010334,ok
data_test7.txt,repo_data,10,18,7,RSib-BT,4,3,15,0.011667,ok
data_test7.txt,repo_data,10,18,8,RSib-Greedy,4,3,15,0.011167,ok
data_test7.txt,repo_data,10,18,9,RSib-Bitmask,4,3,15,0.010917,ok
data_test7.txt,repo_data,10,18,10,RSib-InclMin,4,3,15,0.011459,ok
data_test8.txt,repo_data,10,17,0,Pivot-Orig,4,3,18,0.004792,ok
data_test8.txt,repo_data,10,17,1,Pivot-Asc,4,3,19,0.005792,ok
data_test8.txt,repo_data,10,17,2,Pivot-Desc,4,3,18,0.006292,ok
data_test8.txt,repo_data,10,17,6,RSib-BF,4,3,13,0.015791,ok
data_test8.txt,repo_data,10,17,7,RSib-BT,4,3,13,0.011459,ok
data_test8.txt,repo_data,10,17,8,RSib-Greedy,4,3,13,0.01125,ok
data_test8.txt,repo_data,10,17,9,RSib-Bitmask,4,3,13,0.011333,ok
data_test8.txt,repo_data,10,17,10,RSib-InclMin,4,3,13,0.01125,ok
data_test9.txt,repo_data,10,18,0,Pivot-Orig,5,3,18,0.004417,ok
data_test9.txt,repo_data,10,18,1,Pivot-Asc,5,3,18,0.006666,ok
data_test9.txt,repo_data,10,18,2,Pivot-Desc,5,3,18,0.004917,ok
data_test9.txt,repo_data,10,18,6,RSib-BF,5,3,12,0.01775,ok
data_test9.txt,repo_data,10,18,7,RSib-BT,5,3,12,0.017125,ok
data_test9.txt,repo_data,10,18,8,RSib-Greedy,5,3,12,0.012708,ok
data_test9.txt,repo_data,10,18,9,RSib-Bitmask,5,3,12,0.012834,ok
data_test9.txt,repo_data,10,18,10,RSib-InclMin,5,3,12,0.012875,ok
